ID	DOCULECT	CONCEPT	VALUE	FORM	TOKENS	ALIGNMENT	COGID	COGIDS	MORPHEMES	COGNACY	BORROWING	NOTE
11438	Jamamadi	LONG	jabo	jabo	j a b o	j a b o	823.0	781	LONG			
1386	Kulina	MOUTH	ahaɾi	ahaɾi	a h a ɾ i	a h a ɾ i	477.0	463	MOUTH			
1875	Sorowaha	MOUTH	ijahi	ijahi	i j a h i	i j a h i	249.0	249	MOUTH			
10263	Jarawara	MOUTH	inohoti	inohoti	i n o h o t i	i n o h o t i	826.0	74	MOUTH			
10264	Paumari	MOUTH	bodi	bodi	b o ɗ i	b o ɗ i	827.0	785	MOUTH			
10265	Deni	MOUTH	ahaɾi	ahaɾi	a h a ɾ i	a h a ɾ i	477.0	463	MOUTH			
11270	Banawa	MOUTH	irodi	irodi	i r o d i	i r o d i	826.0	74	MOUTH			
11547	Jamamadi	MOUTH	inodi	inodi	i n o d i	i n o d i	826.0	74	MOUTH			
12177	Paumari_1833	MOUTH	inoni	inoni	i n o n i	i n o n i	826.0	74	MOUTH			
1412	Kulina	RAIN (PRECIPITATION)	patsʰo	patsʰo	p a tsʰ o	p a tsʰ o	475.0	460	RAIN			
10275	Sorowaha	RAIN (PRECIPITATION)	bami	bami	b a m i	b a m i	831.0	789	RAIN			
10276	Deni	RAIN (PRECIPITATION)	paʃu	paʃu	p a ʃ u	p a ʃ u	475.0	460	RAIN			
10277	Paumari	RAIN (PRECIPITATION)	bahi	bahi	b a h i	b a h i	831.0	216	THUNDER			
10278	Jarawara	RAIN (PRECIPITATION)	ɸaha / isi	ɸaha	ɸ a h a	ɸ a h a	832.0	790	RAIN			
10279	Jarawara	RAIN (PRECIPITATION)	ɸaha / isi	isi	i s i	i s i	833.0	791	RAIN			
11303	Banawa	RAIN (PRECIPITATION)	ɸa	ɸa	ɸ a	ɸ a	832.0	790	RAIN			
11548	Jamamadi	RAIN (PRECIPITATION)	ɸaha	ɸaha	ɸ a h a	ɸ a h a	832.0	790	RAIN			
11847	Paumari_1833	RAIN (PRECIPITATION)	bahi	bahi	b a h i	b a h i	831.0	216	THUNDER			
1464	Kulina	CUT	ka / witsʰi / wishi	witsʰi	w i tsʰ i	w i tsʰ - i	206.0	206	SLICE			
2004	Sorowaha	CUT	tija / wisi / wisikijaɾi	tija	t i j a	t i j a	186.0	186	CUT			
3978	Kulina	CUT	ti	ti	t̪ i	t̪ i - -	186.0	186	CUT			
5120	Paumari	CUT	sii	sii	s iː	- - s - iː	206.0	206	CUT			
5121	Kulina	CUT	ka / witsʰi / wishi	wishi	w i s h i	w i s h i	206.0	206	SLICE			
5122	Deni	CUT	ka / witsʰi	witsʰi	w i tsʰ i	w i tsʰ - i	206.0	206	SLICE			
5123	Jarawara	CUT	kaa / wisi	wisi	w i s i	w i s - i	206.0	206	SLICE			
5124	Banawa	CUT	kaa / wisi	wisi	w i s i	w i s - i	206.0	206	SLICE			
5125	Jamamadi	CUT	kaa / wisi	wisi	w i s i	w i s - i	206.0	206	SLICE			
5126	Sorowaha	CUT	tija / wisi / wisikijaɾi	wisi	w i s i	w i s - i	206.0	206	SLICE			
8006	Banawa	CUT	tii	tii	t i i	t i - i	186.0	186	CUT			
8007	Deni	CUT	tiri	tiri	t i r i	t i r i	186.0	186	CUT			
8008	Jamamadi	CUT	tii	tii	t i i	t i - i	186.0	186	CUT			
8009	Jarawara	CUT	tii	tii	t i i	t i - i	186.0	186	CUT			
10103	Sorowaha	CUT	tija / wisi / wisikijaɾi	wisikijaɾi	w i s i k i j a ɾ i	w i s i k i j a ɾ i	206.0	206	SLICE			
1465	Kulina	DIE	dzokʰɛ	dzokʰɛ	dz o kʰ ɛ	dz o kʰ ɛ	471.0	456	DIE			
10966	Paumari	DIE	abini	abini	a b i n i	a b i n i	1014.0	970	DIE			
11124	Banawa	DIE	aabi / abowa	aabi	aː b i	aː b i	1014.0	970	DIE			
11125	Jarawara	DIE	aboha / ahaba	aboha	a b o h a	a b o h a	1110.0	1068	DIE			
11126	Banawa	DIE	aabi / abowa	abowa	a b o w a	a b o w a	1110.0	1068	DIE			
11127	Jarawara	DIE	aboha / ahaba	ahaba	a h a b a	a h a b a	1109.0	1067	DIE			
11439	Jamamadi	DIE	aba	aba	a b a	a b a	1110.0	1068	DIE			
11831	Paumari_1833	DIE	abini	abini	a b i n i	a b i n i	1014.0	970	DIE			
12034	Deni	DIE	muna	muna	m u n a	m u n a	1483.0	1463	DIE			
12035	Sorowaha	DIE	mazaru	mazaru	m a z a r u	m a z a r u	1484.0	1464	DIE			Also means faint
1494	Kulina	SIT	wit̪ʰa	wit̪ʰa	w i t̪ʰ a	w i t̪ʰ - a	207.0	207	SIT			
5127	Paumari	SIT	βitha	βitha	β i t h a	β i t h a	207.0	207	SIT			
5129	Deni	SIT	witha	witha	w i t h a	w i t h a	207.0	207	SIT			
5130	Jarawara	SIT	ita	ita	i t a	- i t - a	207.0	207	SIT			
5131	Banawa	SIT	ita	ita	i t a	- i t - a	207.0	207	SIT			
5132	Jamamadi	SIT	ita	ita	i t a	- i t - a	207.0	207	SIT			
5133	Sorowaha	SIT	ita	ita	i t a	- i t - a	207.0	207	SIT			
1525	Kulina	WIND	hohodɛ	hohodɛ	h o h o d ɛ	h o h o d ɛ	429.0	413	WIND			
10097	Sorowaha	WIND	zaama siukaɾu	zaama siukaɾu	z aː m a + s iu k a ɾ u	z aː m a + s iu k a ɾ u	727.0	341 677	THING ?			
11368	Banawa	WIND	jama wanini	jama wanini	j a m a + w a n i n i	j a m a + w a n i n i	727.0	341 1368	THING ?			
11554	Jamamadi	WIND	boni	boni	b o n i	b o n i	1221.0	1187	WIND			
11603	Jarawara	WIND	boni	boni	b o n i	b o n i	1221.0	1187	WIND			
11848	Paumari	WIND	sirisiri	sirisiri	s i r i s i r i	s i r i s i r i	1409.0	1385	WIND			
11849	Paumari_1833	WIND	tsiritsiri	tsiritsiri	ts i r i ts i r i	ts i r i ts i r i	1409.0	1385	WIND			
1617	Kulina	GOURD	paho	paho	p a h o	p a h o	152.0	152	GOURD			
1823	Paumari	GOURD	βao	βao	β a o	β a - o	152.0	152	GOURD			
11387	Banawa	GOURD	kasi	kasi	k a s i	k a s i -	1191.0	1156	GOURD			
11604	Jarawara	GOURD	kasi	kasi	k a s i	k a s i -	1191.0	1156	GOURD			
1768	Paumari	CICADA	ɗiriri	ɗiriri	ɗ i r i r i	ɗ i r i - - r i	51.0	51	CICADA			
1933	Sorowaha	CICADA	dieɾidieɾi / dʲɛɾidʲɛɾi	dieɾidieɾi	d ie ɾ i d ie ɾ i	d ie ɾ i d ie ɾ i	51.0	51	CICADA			
5006	Sorowaha	CICADA	dieɾidieɾi / dʲɛɾidʲɛɾi	dʲɛɾidʲɛɾi	dʲ ɛ ɾ i dʲ ɛ ɾ i	dʲ ɛ ɾ i dʲ ɛ ɾ i	51.0	51	CICADA			
5074	Kulina	CICADA	wahano	wahano	w a h a n o	w a h a n o	195.0	195	CICADA			
5075	Jarawara	CICADA	wahana	wahana	w a h a n a	w a h a n a	195.0	195	CICADA			
5076	Banawa	CICADA	wahana	wahana	w a h a n a	w a h a n a	195.0	195	CICADA			
5077	Jamamadi	CICADA	wahana	wahana	w a h a n a	w a h a n a	195.0	195	CICADA			
12561	Deni	CICADA	sesekanade	sesekanade	s e s e k a n a d e	s e s e k a n a d e	1775.0	1762	CICADA			
1835	Sorowaha	ALLIGATOR	ona	ona	o n a	o n a	308.0	308	ALLIGATOR			
10162	Deni	ALLIGATOR	tukuzu	tukuzu	t u k u dz u	t u k u dz u	763.0	726	ALLIGATOR			
10163	Kulina	ALLIGATOR	wama / tokozo	wama	w a m a	w a m a	764.0	727	ALLIGATOR			
10164	Kulina	ALLIGATOR	wama / tokozo	tokozo	t̪ o k o z o	t̪ o k o z o	763.0	726	ALLIGATOR			black caiman
11075	Banawa	ALLIGATOR	inowe	inowe	i n o w e	i n o w e	1104.0	1062	ALLIGATOR			
11103	Jarawara	ALLIGATOR	inohowe	inohowe	i n o h o w e	i n o h o w e	1104.0	1062	ALLIGATOR			
12576	Jamamadi	ALLIGATOR	onehe	onehe	o n e h e	o n e h e	1104.0	1062	ALLIGATOR			
12659	Paumari	ALLIGATOR	kasiʔi	kasiʔi	k a s i ʔ i	k a s i ʔ i	1805.0	1790	ALLIGATOR			
1963	Sorowaha	CLOTHES	tahɨ	tahɨ	t a h ɨ	t a h ɨ	620.0	409	CLOTHES			
10470	Deni	CLOTHES	makasi	makasi	m a k a s i	m a k a s i	937.0	897	CLOTHES		YES	From Apurinã
10471	Jarawara	CLOTHES	makari	makari	m a k a r i	m a k a r i	937.0	897	CLOTHES		YES	From Apurinã
10472	Banawa	CLOTHES	makari	makari	m a k a r i	m a k a r i	937.0	897	CLOTHES		YES	From Apurinã
10473	Paumari	CLOTHES	makari	makari	m a k a r i	m a k a r i	937.0	897	CLOTHING		YES	From Apurinã
10474	Jamamadi	CLOTHES	bora	bora	b o r a	b o r a	938.0	898	CLOTHING			
12249	Kulina	CLOTHES	etero	etero	e t e r o	e t e r o	1567.0	1548	CLOTHES			
1989	Sorowaha	ARROW	tɨbɨ	tɨbɨ	t ɨ b ɨ	t ɨ b ɨ	353.0	124	ARROW			
10978	Paumari	ARROW	abiha	abiha	a b i h a	a b i h a	953.0	964	ARROW			
11082	Banawa	ARROW	wati	wati	w a t i	w a t i	842.0	799	ARROW			
11181	Jarawara	ARROW	wati	wati	w a t i	w a t i	842.0	799	ARROW			
11441	Jamamadi	ARROW	wati	wati	w a t i	w a t i	842.0	799	ARROW			
12136	Paumari_1833	ARROW	abiha	abiha	a b i h a	a b i h a	953.0	964	ARROW			
12225	Kulina	ARROW	boba	boba	b o b a	b o b a	1550.0	1191	ARROW			
12543	Deni	ARROW	kakiba	kakiba	k a k i b a	k a k i b a	1763.0	1754	ARROW			
1996	Sorowaha	RED-AND-GREEN MACAW (Ara chloropterus)	kawa	kawa	k a w a	k a w a	1282.0	1282	RED.MACAW			
11585	Jarawara	RED-AND-GREEN MACAW (Ara chloropterus)	kate	kate	k a t e	k a t e	1217.0	1183	RED.MACAW			
11587	Jamamadi	RED-AND-GREEN MACAW (Ara chloropterus)	kadahi	kadahi	k a d a h i	k a d a h i	1217.0	1183	RED.MACAW			
11589	Banawa	RED-AND-GREEN MACAW (Ara chloropterus)	kadai	kadai	k a d ai	k a d ai	1217.0	1183	RED.MACAW			
11593	Sorowaha	RED-AND-GREEN MACAW (Ara chloropterus)	kamawaku	kamawaku	k a m a w a k u	k a m a w a k u	1219.0	1185	RED.MACAW			
12092	Paumari_1833	RED-AND-GREEN MACAW (Ara chloropterus)	aruta	aruta	a r u t a	a r u t a	1497.0	1479	RED.MACAW			
12093	Paumari	RED-AND-GREEN MACAW (Ara chloropterus)	aroda	aroda	a r o ɗ a	a r o ɗ a	1497.0	1479	RED.MACAW			
12095	Kulina	RED-AND-GREEN MACAW (Ara chloropterus)	waha	waha	w a h a	w a h a	1498.0	1414	MACAW			
12096	Deni	RED-AND-GREEN MACAW (Ara chloropterus)	itiri	itiri	i t i r i	i t i r i	1498.0	1414	MACAW			
5005	Sorowaha	URUCU (BIXA ORELLANA)	iidʲahɨ	iidʲahɨ	iː dʲ a h ɨ	iː dʲ a h ɨ	208.0	208	URUCU			
5134	Paumari	URUCU (BIXA ORELLANA)	sidaʔi	sidaʔi	s i ɗ a ʔ i	s i ɗ a ʔ i	208.0	208	URUCU			
5135	Kulina	URUCU (BIXA ORELLANA)	hidepe	hidepe	h i d e p e	h i d e p e	208.0	208	URUCU			
5136	Deni	URUCU (BIXA ORELLANA)	hidepe	hidepe	h i d e p e	h i d e p e	208.0	208	URUCU			
5137	Sorowaha	URUCU (BIXA ORELLANA)	idahɨ	idahɨ	i d a h ɨ	i d a h ɨ	208.0	208	URUCU			
12566	Jarawara	URUCU (BIXA ORELLANA)	atehe	atehe	a t e h e	a t e h e	1931.0	1910	URUCU			
12567	Banawa	URUCU (BIXA ORELLANA)	ade	ade	a d e	a d e	1931.0	1910	URUCU			
12568	Jamamadi	URUCU (BIXA ORELLANA)	edehe	edehe	e d e h e	e d e h e	1931.0	1910	URUCU			
5018	Sorowaha	CURASSOW	naasi	naasi	n aː s i	n aː s i	446.0	429	CURASSOW			
12102	Paumari_1833	CURASSOW	iraka	iraka	i r a k a	i r a k a	1500.0	1481	CURASSOW			
12103	Kulina	CURASSOW	idiko	idiko	i d i k o	i d i k o	1500.0	1481	CURASSOW			
12104	Deni	CURASSOW	idiku	idiku	i d i k u	i d i k u	1500.0	1481	CURASSOW			
12571	Jarawara	CURASSOW	mase	mase	m a s e	m a s e	1881.0	1861	CURASSOW			
12572	Jamamadi	CURASSOW	mase	mase	m a s e	m a s e	1881.0	1861	CURASSOW			
12573	Banawa	CURASSOW	mase	mase	m a s e	m a s e	1881.0	1861	CURASSOW			
12857	Kulina	CURASSOW	hiraka	hiraka	h i r a k a	h i r a k a	1500.0	1481	CURASSOW			
5034	Sorowaha	DAUGHTER	ahidini / zamuuni	ahidini	a h i d i n i	a h i d i n i	442.0	425	OFFSPRING			
8010	Banawa	DAUGHTER	to	to	t o	t o	188.0	188	DAUGHTER			
8011	Deni	DAUGHTER	to	to	t o	t o	188.0	188	DAUGHTER			
8012	Jamamadi	DAUGHTER	to	to	t o	t o	188.0	188	DAUGHTER			
8013	Jarawara	DAUGHTER	to	to	t o	t o	188.0	188	DAUGHTER			
10096	Sorowaha	DAUGHTER	ahidini / zamuuni	zamuuni	z a m uː n i	z a m uː n i	726.0	675	DAUGHTER			
10972	Paumari	DAUGHTER	isai	isai	i s ai	i s ai	1012.0	737	OFFSPRING			
11813	Paumari	DAUGHTER	atoni	atoni	a t o n i	a t o n i	188.0	188	DAUGHTER			
12251	Kulina	DAUGHTER	to	to	t o	t o	188.0	188	DAUGHTER			
5037	Sorowaha	COLLARED PECCARY	dʒanɨdumuɾi	dʒanɨdumuɾi	dʒ a n ɨ d u m u ɾ i	dʒ a n ɨ d u m u ɾ i	441.0	424	COLLARED.PECCARY			
11291	Banawa	COLLARED PECCARY	kobaja	kobaja	k o b a j a	k o b a j a	1170.0	1138	COLLARED.PECCARY			
11496	Jarawara	COLLARED PECCARY	kobaja	kobaja	k o b a j a	k o b a j a	1170.0	1138	COLLARED.PECCARY			
11497	Jamamadi	COLLARED PECCARY	kobaja	kobaja	k o b a j a	k o b a j a	1170.0	1138	COLLARED.PECCARY			
11689	Paumari	COLLARED PECCARY	mirisi	mirisi	m i r i s i	m i r i s i	1320.0	1216	COLLARED.PECCARY			
11907	Deni	COLLARED PECCARY	anubeza	anubeza	a n u b e dz a	a n u b e dz a	1439.0	1415	COLLARED.PECCARY			
11908	Kulina	COLLARED PECCARY	anubeze	anubeze	a n u b e z e	a n u b e z e	1439.0	1415	COLLARED.PECCARY			
12070	Paumari_1833	COLLARED PECCARY	mãin	mãin	m ãi n	m ãi n	1193.0	1158	COLLARED.PECCARY			
5038	Sorowaha	FISHHOOK	kabɨkana	kabɨkana	k a b ɨ k a n a	k a b ɨ k a n a	1256.0	1256	FISHHOOK			
11161	Banawa	FISHHOOK	kabikana	kabikana	k a b i k a n a	k a b i k a n a	1256.0	1256	FISHHOOK			
11162	Jarawara	FISHHOOK	kabikana	kabikana	k a b i k a n a	k a b i k a n a	1256.0	1256	FISHHOOK			
11443	Jamamadi	FISHHOOK	kakabi	kakabi	k a k a b i	k a k a b i	1256.0	1256	FISHHOOK			
12143	Paumari	FISHHOOK	ikoaka	ikoaka	i k oa k a	i k oa k a	1510.0	1493	FISHHOOK			
12144	Paumari_1833	FISHHOOK	ikoaka	ikoaka	i k oa k a	i k oa k a	1510.0	1493	FISHHOOK			
12145	Kulina	FISHHOOK	kokoro	kokoro	k o + k o r o	k o + k o r o	1511.0	1494 115	? THROW			
12146	Deni	FISHHOOK	kaheru	kaheru	k a h e r u	k a h e r u	1512.0	1495	FISHHOOK			
5047	Sorowaha	EARTH (SOIL)	ad̥aha	ad̥aha	a d̥ a h a	a d̥ a h a	1253.0	3	EARTH			
10189	Deni	EARTH (SOIL)	nami	nami	n a m i	n a m i	782.0	744	EARTH			
10190	Paumari	EARTH (SOIL)	nami	nami	n a m i	n a m i	782.0	744	EARTH			
10191	Jarawara	EARTH (SOIL)	wami	wami	w a m i	w a m i	782.0	744	EARTH			
10192	Kulina	EARTH (SOIL)	nami	nami	n a m i	n a m i	782.0	744	EARTH			
11406	Banawa	EARTH (SOIL)	nami	nami	n a m i	n a m i	782.0	744	EARTH			
11444	Jamamadi	EARTH (SOIL)	wami	wami	w a m i	w a m i	782.0	744	EARTH			
5049	Sorowaha	PIRANHA	uma	uma	u m a	u m a	438.0	421	PIRANHA			
10977	Paumari	PIRANHA	bano	bano	b a n o	b a n o	1033.0	988	PIRANHA			
11296	Banawa	PIRANHA	oma	oma	o m a	o m a	438.0	421	PIRANHA			
11557	Jamamadi	PIRANHA	oma	oma	o m a	o m a	438.0	421	PIRANHA			
11612	Jarawara	PIRANHA	oma	oma	o m a	o m a	438.0	421	PIRANHA			
11985	Kulina	PIRANHA	akomi	akomi	a k o m i	a k o m i	1469.0	1450	PIRANHA			
11986	Deni	PIRANHA	akumi	akumi	a k u m i	a k u m i	1469.0	1450	PIRANHA			
12652	Paumari_1833	PIRANHA	banu	banu	b a n u	b a n u	1033.0	988	PIRANHA			
5053	Sorowaha	CAIMAN	una	una	u n a	u n a	393.0	308	CAIMAN			
10004	Jarawara	CAIMAN	ona	ona	o n a	o n a	393.0	308	CAIMAN			Jacaretinga
10005	Kulina	CAIMAN	wama	wama	w a m a	w a m a	128.0	727	CAIMAN			
10006	Paumari	CAIMAN	kasiʔi	kasiʔi	k a s i ʔ i	k a s i ʔ i	410.0	499	CAIMAN			
11445	Jamamadi	CAIMAN	ona	ona	o n a	o n a	393.0	308	CAIMAN			
11989	Deni	CAIMAN	vana	vana	v a n a	v a n a	128.0	727	CAIMAN			
12063	Paumari_1833	CAIMAN	kaʃiʔi	kaʃiʔi	k a ʃ i ʔ i	k a ʃ i ʔ i	410.0	499	CAIMAN			
5101	Paumari	OAR	βanamo	βanamo	β a n a m o	β a n a m o	200.0	200	OAR			
5102	Deni	OAR	warami	warami	w a r a m i	w a r a m i	200.0	200	OAR			
10152	Sorowaha	OAR	zama tɨmɨnɨ	zama tɨmɨnɨ	z a m a + t ɨ m ɨ n ɨ	z a m a + t ɨ m ɨ n ɨ	758.0	314 148	THING PADDLE			
11285	Banawa	OAR	kojari	kojari	k o j a r i	k o j a r i	1265.0	1192	OAR			
11613	Jarawara	OAR	kojari	kojari	k o j a r i	k o j a r i	1265.0	1192	OAR			
5174	Sorowaha	CANOE	hiini	hiini	h iː n i	- - h iː n i	1295.0	1295	CANOE			
10963	Paumari	CANOE	kanava	kanava	k a n a β a	k a n a β a	1197.0	1163	CANOE		YES	
11390	Banawa	CANOE	kanawa	kanawa	k a n a w a	k a n a w a	1197.0	1163	CANOE		YES	
11447	Jamamadi	CANOE	kanawa	kanawa	k a n a w a	k a n a w a	1197.0	1163	CANOE		YES	
11464	Jarawara	CANOE	kanawa	kanawa	k a n a w a	k a n a w a	1197.0	1163	CANOE		YES	
11997	Kulina	CANOE	kanowa / oba	kanowa	k a n o w a	k a n o w a	1197.0	1163	CANOE		YES	
11998	Kulina	CANOE	kanowa / oba	oba	o b a	o b a	1477.0	1458	CANOE			
11999	Deni	CANOE	mapuva	mapuva	m a p u v a	m a p u v a	1478.0	1459	CANOE			
12151	Paumari_1833	CANOE	kanawa	kanawa	k a n a w a	k a n a w a	1197.0	1163	CANOE		YES	
5177	Sorowaha	PENIS	iiʃimi	iiʃimi	iː ʃ i m i	iː ʃ i m i	416.0	391	PENIS			
11293	Banawa	PENIS	sowiri	sowiri	s o w i r i	s o w i r i	1214.0	93	TAIL			
11560	Jamamadi	PENIS	sowiri	sowiri	s o w i r i	s o w i r i	1214.0	93	TAIL			
11615	Jarawara	PENIS	sowiri	sowiri	s o w i r i	s o w i r i	1214.0	93	TAIL			
12000	Deni	PENIS	zupuri	zupuri	dz u p u r i	dz u p u r i	1214.0	93	TAIL			
12001	Kulina	PENIS	zopori	zopori	z o p o r i	z o p o r i	1214.0	93	TAIL			
12153	Paumari	PENIS	ʔaba	ʔaba	ʔ a b a	ʔ a b a	1011.0	968	PENIS			
12154	Paumari_1833	PENIS	abai	abai	a b ai	a b ai	1011.0	968	PENIS			
5187	Sorowaha	VULTURE	madusa	madusa	m a d u s a	m a d u s a	412.0	387	VULTURE			
11764	Jamamadi	VULTURE	boko	boko	b o k o	b o k o	1392.0	1359	VULTURE			
11765	Jarawara	VULTURE	boko	boko	b o k o	b o k o	1392.0	1359	VULTURE			
12086	Paumari_1833	VULTURE	majuri	majuri	m a j u r i	m a j u r i	1495.0	1477	VULTURE			
12087	Paumari	VULTURE	majori	majori	m a dʒ o r i	m a dʒ o r i	1495.0	1477	VULTURE			
12088	Deni	VULTURE	abariza	abariza	a b a r i dz a	a b a r i dz a	1496.0	1478	VULTURE			
12090	Kulina	VULTURE	abariza	abariza	a b a r i z a	a b a r i z a	1496.0	1478	VULTURE			
10008	Sorowaha	FIREWOOD	abi / aga	abi	a b i	a b i	630.0	1251	FIRE			
10023	Sorowaha	FIREWOOD	abi / aga	aga	a g a	a g a	643.0	537	TREE			
10142	Deni	FIREWOOD	jipʰo	jipʰo	j i pʰ o	j i pʰ o	753.0	716	FIREWOOD			
10143	Kulina	FIREWOOD	jipʰo	jipʰo	j i pʰ o	j i pʰ o	753.0	716	FIREWOOD			
10144	Jamamadi	FIREWOOD	jiɸo	jiɸo	j i ɸ o	j i ɸ o	753.0	716	FIREWOOD			
10145	Jarawara	FIREWOOD	jiɸo	jiɸo	j i ɸ o	j i ɸ o	753.0	716	FIREWOOD			
10146	Banawa	FIREWOOD	jiɸo	jiɸo	j i ɸ o	j i ɸ o	753.0	716	FIREWOOD			
12871	Paumari	FIREWOOD	siho	siho	s i h o	s i h o	753.0	716	FIREWOOD			
10068	Sorowaha	YOUNGER BROTHER	ʃʲuɾu	ʃʲuɾu	ʃʲ u ɾ u	ʃʲ u ɾ u	701.0	636	YOUNGER.SISTER			
10991	Paumari	YOUNGER BROTHER	ʃooni	ʃooni	ʃ oo n i	ʃ oo n i	1047.0	357	YOUNGER.SISTER			
11096	Banawa	YOUNGER BROTHER	noso	noso	n o s o	n o s o	1099.0	1059	YOUNGER.BROTHER			
11100	Jarawara	YOUNGER BROTHER	niso	niso	n i s o	n i s o	1099.0	1059	YOUNGER.BROTHER			
11561	Jamamadi	YOUNGER BROTHER	soho	soho	s o h o	s o h o	1394.0	1362	YOUNGER.BROTHER			
11878	Deni	YOUNGER BROTHER	owaa	owaa	o w aː	o w aː	1421.0	1397	BROTHER			3rd person possessor
12298	Kulina	YOUNGER BROTHER	tati / kote / owaa	tati	t a t i	t a t i	1600.0	1581	YOUNGER.BROTHER			Vocative
12299	Kulina	YOUNGER BROTHER	tati / kote / owaa	kote	k o t e	k o t e	1599.0	1580	YOUNGER.BROTHER			1st 2nd person possessor
12300	Kulina	YOUNGER BROTHER	tati / kote / owaa	owaa	o w aː	o w aː	1421.0	1397	BROTHER			3rd person possessor
10354	Sorowaha	SLEEP	gumari	gumari	g u m a r i	g u m a r i	881.0	840	SLEEP			
10355	Kulina	SLEEP	wada	wada	w a d a	w a d a	465.0	450	SLEEP			
10997	Paumari	SLEEP	vadi	vadi	β a ɗ i	β a ɗ i	465.0	450	SLEEP			
11329	Banawa	SLEEP	amo	amo	a m o	a m o	1183.0	1150	SLEEP			
11552	Jamamadi	SLEEP	amo	amo	a m o	a m o	1183.0	1150	SLEEP			
11602	Jarawara	SLEEP	amo	amo	a m o	a m o	1183.0	1150	SLEEP			
12037	Deni	SLEEP	vada	vada	v a d a	v a d a	465.0	450	SLEEP			
11253	Jarawara	THREE	terei	terei	t e r ei	t e r ei	1154.0	1114	THREE		YES	From Portuguese três
11740	Paumari	THREE	hoara	hoara	h oa r a	h oa r a	1338.0	1298	THREE			
10348	Deni	BRAZIL NUT (Bertholletia excelsa)	karu / nami wasazu	karu	k a r u	k a r u	878.0	836	BRAZIL.NUT			
10349	Deni	BRAZIL NUT (Bertholletia excelsa)	karu / nami wasazu	nami wasazu	n a m i + w a s a dz u	n a m i + w a s a dz u	879.0	837 838	? INAJÁ			
11067	Paumari	BRAZIL NUT (Bertholletia excelsa)	moiʔdi	moiʔdi	m oi ʔ ɗ i	m oi ʔ ɗ i	1082.0	1042	BRAZIL.NUT			
11068	Jarawara	BRAZIL NUT (Bertholletia excelsa)	mowe	mowe	m o w e	m o w e	1083.0	1043	BRAZIL.NUT			
11069	Kulina	BRAZIL NUT (Bertholletia excelsa)	kastaɲa	kastaɲa	k a s t a ɲ a	k a s t a ɲ a	1084.0	1044	BRAZIL.NUT		YES	from Portuguese 'castanha'
11071	Sorowaha	BRAZIL NUT (Bertholletia excelsa)	ini:kʲa	ini:kʲa	i n iː kʲ a	i n iː kʲ a	1086.0	1045	BRAZIL.NUT			
11093	Banawa	BRAZIL NUT (Bertholletia excelsa)	mowe	mowe	m o w e	m o w e	1083.0	1043	BRAZIL.NUT			
11454	Jamamadi	BRAZIL NUT (Bertholletia excelsa)	mowi	mowi	m o w i	m o w i	1083.0	1043	BRAZIL.NUT			
11092	Banawa	BOW	didisa	didisa	d i d i s a	d i d i s a	1098.0	1058	BOW			
11094	Jarawara	BOW	titisa	titisa	t i t i s a	t i t i s a	1098.0	1058	BOW			
11248	Sorowaha	BOW	harakadɨ	harakadɨ	h a r a k a d ɨ	h a r a k a d ɨ	1152.0	1110	BOW			
11455	Jamamadi	BOW	didisa	didisa	d i d i s a	d i d i s a	1098.0	1058	BOW			
11738	Paumari	BOW	kodahi	kodahi	k o ɗ a h i	k o ɗ a h i	1336.0	1286	BOW			
12133	Paumari_1833	BOW	kudai	kudai	k u d ai	k u d ai	1336.0	1286	BOW			
12134	Deni	BOW	isʰaʔisʰade	isʰaʔisʰade	i sʰ a ʔ i sʰ a d e	i sʰ a ʔ i sʰ a d e	1507.0	1489	BOW			
12135	Kulina	BOW	tsʰitsʰite	tsʰitsʰite	tsʰ i tsʰ i t e	tsʰ i tsʰ i t e	1098.0	1058	BOW			
10360	Sorowaha	GIRL	dʒamusini	dʒamusini	dʒ a m u s i n i	dʒ a m u s i n i	886.0	845	GIRL			Pre-teenager that has not yet menstruated
10361	Sorowaha	GIRL	gamɨsini	gamɨsini	g a m ɨ s i n i	g a m ɨ s i n i	886.0	845	GIRL			Pre-teenager that has not yet menstruated
10362	Sorowaha	GIRL	hadʒimadi	hadʒimadi	h a dʒ i m a d i	h a dʒ i m a d i	887.0	846	GIRL			Between the ages of 5 and 8 (roughly)
11245	Jarawara	GIRL	atona	atona	a t o n a	a t o n a	1151.0	1109	GIRL			
11673	Jamamadi	GIRL	atona	atona	a t o n a	a t o n a	1151.0	1109	GIRL			
11674	Banawa	GIRL	atona	atona	a t o n a	a t o n a	1151.0	1109	GIRL			
11737	Paumari	GIRL	isai	isai	i s a i	i s a i	1335.0	1285	GIRL			Uncertain
11808	Deni	GIRL	badeni	badeni	b a d eː n i	b a d eː n i	1387.0	1353	GIRL			
12261	Kulina	GIRL	zowato	zowato	z o w a t o	z o w a t o	1575.0	1556	GIRL			
10760	Banawa	KNIFE	jimowa	jimowa	j i m o w a	j i m o w a	955.0	913	KNIFE			
10926	Jarawara	KNIFE	jimawa	jimawa	j i m a w a	j i m a w a	955.0	913	KNIFE			
10927	Sorowaha	KNIFE	dʒumaːdu	dʒumaːdu	dʒ u m aː d u	dʒ u m aː d u	955.0	913	KNIFE			
